,Unnamed: 0,Created_At,Tweets,Clean_Data,Tweet_Normal,Tanpa_StopWords,Stemming,Bobot,Label,Sentimen
62,62,2021-12-27 02:59:06+00:00,@zakyazhar Chat di Shopeefood bukan sih?,chat di shopeefood bukan sih,chat di shopeefood bukan sih,chat shopeefood,"['chat', 'shopeefood']",3,positive,2.0
63,63,2021-12-27 02:57:19+00:00,@luvfortrsrrrrr bener banget wkwkw. ujung-ujungnya nanti order di shopeefood atau ngga keluar muter-muter dulu buat nentuin mau makan apa,bener banget wkwkw ujungujungnya nanti order di shopeefood atau ngga keluar mutermuter dulu buat nentuin mau makan apa,benar banget wkwkw ujungujungnya nanti order di shopeefood atau tidak keluar mutermuter dulu buat nentuin mau makan apa,banget wkwkw ujungujungnya order shopeefood mutermuter nentuin makan,"['banget', 'wkwkw', 'ujungujungnya', 'order', 'shopeefood', 'mutermuter', 'nentuin', 'makan']",2,positive,2.0
64,64,2021-12-27 02:52:52+00:00,ShopeeFood ni kan dah best tau tapi yg tak bestnya tak cover lebih dari 8KM. So terpaksa order kat grab jugak la.,shopeefood ni kan dah best tau tapi yg tak bestnya tak cover lebih dari km so terpaksa order kat grab jugak la,shopeefood ini kan sudah best tahu tapi yang tidak bestnya tidak cover lebih dari kamu so terpaksa order kat grab jugak la,shopeefood best bestnya cover so terpaksa order kat grab jugak la,"['shopeefood', 'best', 'bestnya', 'cover', 'so', 'paksa', 'order', 'kat', 'grab', 'jugak', 'la']",-1,negative,2.0
65,65,2021-12-27 02:40:29+00:00,"@missufe Huhuhu masih bingung makji mau sarapan sama apa, dr tadi scroll shopeefood masih pusing mau makan apa",huhuhu masih bingung makji mau sarapan sama apa dr tadi scroll shopeefood masih pusing mau makan apa,huhuhu masih bingung makji mau sarapan sama apa dari tadi scroll shopeefood masih pusing mau makan apa,huhuhu bingung makji sarapan scroll shopeefood pusing makan,"['huhuhu', 'bingung', 'makji', 'sarap', 'scroll', 'shopeefood', 'pusing', 'makan']",-2,negative,0.0
66,66,2021-12-27 02:31:38+00:00,"Ada yang baru nih, buruan daftar
Link gform pendaftaran: https://t.co/oYqQuQFNf8
#LokerSemarang https://t.co/KUSp6008HB",ada yang baru nih buruan daftar link gform pendaftaran,ada yang baru ini segera daftar link gform pendaftaran,daftar link gform pendaftaran,"['daftar', 'link', 'gform', 'daftar']",2,positive,2.0
67,67,2021-12-27 02:20:02+00:00,"RT @BearBobba: BEAR BOBBA LOWOKWARU
50% Disc #ShopeeFood #GrabFood #GoFood

Boba Brown Sugar 13K #BigCup22oz

https://t.co/vC8weM4ZSz

#Inf…",rt bear bobba lowokwaru disc boba brown sugar k,rt bear bobba lowokwaru disc boba brown sugar ke,bear bobba lowokwaru disc boba brown sugar,"['bear', 'bobba', 'lowokwaru', 'disc', 'boba', 'brown', 'sugar']",0,neutral,1.0
68,68,2021-12-27 02:19:31+00:00,"BEAR BOBBA LOWOKWARU
50% Disc #ShopeeFood #GrabFood #GoFood

Boba Brown Sugar 13K #BigCup22oz… https://t.co/7PX2s8b1lf",bear bobba lowokwaru disc boba brown sugar k,bear bobba lowokwaru disc boba brown sugar ke,bear bobba lowokwaru disc boba brown sugar,"['bear', 'bobba', 'lowokwaru', 'disc', 'boba', 'brown', 'sugar']",0,neutral,1.0
69,69,2021-12-27 02:17:05+00:00,"RT @RacunBelanja: Voucher Gajian ShopeeFood 🍽️
Klaim diskon 100% maksimal Rp20.000 mulai jam 11:00 &amp; 17:00 ⏰

Halaman promo Jabodetabek:
ht…",rt voucher gajian shopeefood klaim diskon maksimal rp mulai jam amp halaman promo jabodetabek ht,rt voucher gajian shopeefood klaim potongan harga maksimal rupiah mulai jam amp halaman promo jabodetabek ht,voucher gajian shopeefood klaim potongan harga maksimal rupiah jam halaman promo jabodetabek ht,"['voucher', 'gaji', 'shopeefood', 'klaim', 'potong', 'harga', 'maksimal', 'rupiah', 'jam', 'halaman', 'promo', 'jabodetabek', 'ht']",10,positive,2.0
70,70,2021-12-27 02:12:10+00:00,@shopeefood_id Kang infonya dong gimana cara dftar shopiee food nya,id kang infonya dong gimana cara dftar shopiee food nya,id kang infonya dong bagaimana cara daftar shopiee food nya,id kang infonya daftar shopiee food,"['id', 'kang', 'info', 'daftar', 'shopiee', 'food']",-2,negative,0.0
71,71,2021-12-27 02:08:23+00:00,"@wawawizal KEREEEEN!! Sehat-sehat buat Papa dan Kakak yaaa!

Btw Kak, urusan makan area Jakarta dsk kasih ke ricebo… https://t.co/aHtKFmTK3W",kereeeen sehatsehat buat papa dan kakak yaaa btw kak urusan makan area jakarta dsk kasih ke ricebo,keren sehatsehat buat papa dan kakak yaaa ngomong-ngomong kak urusan makan area jakarta dsk kasih ke ricebo,keren sehatsehat papa kakak yaaa ngomong-ngomong kak urusan makan area jakarta dsk kasih ricebo,"['keren', 'sehatsehat', 'papa', 'kakak', 'yaaa', 'ngomong-ngomong', 'kak', 'urus', 'makan', 'area', 'jakarta', 'dsk', 'kasih', 'ricebo']",3,positive,2.0
72,72,2021-12-27 02:07:27+00:00,"@VLAMINORA Sehat selalu Kak Nora 💓

Btw Kak, urusan makan area Jakarta dsk kasih ke ricebox wagyu sambel ijo nya Se… https://t.co/fo65GpDv51",sehat selalu kak nora btw kak urusan makan area jakarta dsk kasih ke ricebox wagyu sambel ijo nya se,sehat selalu kak nora ngomong-ngomong kak urusan makan area jakarta dsk kasih ke ricebox wagyu sambel ijo nya se,sehat kak nora ngomong-ngomong kak urusan makan area jakarta dsk kasih ricebox wagyu sambel ijo,"['sehat', 'kak', 'nora', 'ngomong-ngomong', 'kak', 'urus', 'makan', 'area', 'jakarta', 'dsk', 'kasih', 'ricebox', 'wagyu', 'sambel', 'ijo']",5,positive,2.0
73,73,2021-12-27 02:06:39+00:00,"@kiokeu Astaga :((

Btw Kak, urusan makan area Jakarta dsk kasih ke ricebox wagyu sambel ijo nya Senja aja ya Kak!… https://t.co/lCHLhm0xI3",astaga btw kak urusan makan area jakarta dsk kasih ke ricebox wagyu sambel ijo nya senja aja ya kak,astaga ngomong-ngomong kak urusan makan area jakarta dsk kasih ke ricebox wagyu sambel ijo nya senja aja ya kak,astaga ngomong-ngomong kak urusan makan area jakarta dsk kasih ricebox wagyu sambel ijo senja kak,"['astaga', 'ngomong-ngomong', 'kak', 'urus', 'makan', 'area', 'jakarta', 'dsk', 'kasih', 'ricebox', 'wagyu', 'sambel', 'ijo', 'senja', 'kak']",4,positive,2.0
74,74,2021-12-27 02:02:52+00:00,Pagi” udah shopeefood aja gua,pagi udah shopeefood aja gua,pagi sudah shopeefood aja saya,pagi shopeefood,"['pagi', 'shopeefood']",1,positive,2.0
75,75,2021-12-27 02:01:18+00:00,"@collegemenfess 1. Ga banyak nongkrong
2. Sering cek promo shopeefood sama gofood dsb
3. Masak nasi sendiri lauknya baru beli",ga banyak nongkrong sering cek promo shopeefood sama gofood dsb masak nasi sendiri lauknya baru beli,tidak banyak nongkrong sering cek promo shopeefood sama gofood dan sebagainya masa nasi sendiri lauknya baru beli,nongkrong cek promo shopeefood gofood nasi lauknya beli,"['nongkrong', 'cek', 'promo', 'shopeefood', 'gofood', 'nasi', 'lauk', 'beli']",3,positive,2.0
76,76,2021-12-27 01:58:52+00:00,"Info diskon gofood sama shopeefood dongg, butuh bgt niee tanggal tua:(",info diskon gofood sama shopeefood dongg butuh bgt niee tanggal tua,info potongan harga gofood sama shopeefood dongg butuh begitu niee tanggal tua,info potongan harga gofood shopeefood dongg butuh niee tanggal tua,"['info', 'potong', 'harga', 'gofood', 'shopeefood', 'dongg', 'butuh', 'niee', 'tanggal', 'tua']",-15,negative,2.0
77,77,2021-12-27 01:39:55+00:00,"@definitelyjulid kalo ada motor dan suka jalan2, coba daftar shopeefood",kalo ada motor dan suka jalan coba daftar shopeefood,kalau ada motor dan suka jalan coba daftar shopeefood,motor suka jalan coba daftar shopeefood,"['motor', 'suka', 'jalan', 'coba', 'daftar', 'shopeefood']",6,positive,2.0
78,78,2021-12-27 01:23:46+00:00,"ih marah bgt skrg udah gada promo 60% min purcase 40rb nya @shopeefood_id diganti 40% min purchase 75rb.
gamau ah!… https://t.co/AW3SO6NwuW",ih marah bgt skrg udah gada promo min purcase rb nya id diganti min purchase rb gamau ah,ih marah begitu sekarang sudah tidak ada promo minimal purcase rb nya id diganti minimal purchase rb tidak mau ah,ih marah promo minimal purcase rb id diganti minimal purchase rb ah,"['ih', 'marah', 'promo', 'minimal', 'purcase', 'rb', 'id', 'ganti', 'minimal', 'purchase', 'rb', 'ah']",-5,negative,0.0
79,79,2021-12-27 01:17:05+00:00,ini shopee gamau bikin bersi shopeefood apa ya yaallah kek nya gue bakal pingsan kalau ada. :( https://t.co/mttqTrtCHP,ini shopee gamau bikin bersi shopeefood apa ya yaallah kek nya gue bakal pingsan kalau ada,ini shopee tidak mau bikin bersi shopeefood apa ya yaallah seperti nya saya bakal pingsan kalau ada,shopee bersi shopeefood yaallah pingsan,"['shopee', 'bersi', 'shopeefood', 'yaallah', 'pingsan']",-3,negative,0.0
80,80,2021-12-27 01:09:34+00:00,"Untung yang di-track cuma belanja, bukan ShopeeFood #2021BersamaShopee https://t.co/Bc91x8gpWC",untung yang ditrack cuma belanja bukan shopeefood,untung yang ditrack hanya belanja bukan shopeefood,untung ditrack belanja shopeefood,"['untung', 'ditrack', 'belanja', 'shopeefood']",5,positive,2.0
81,81,2021-12-27 01:06:38+00:00,"@collegemenfess masak nasi sendiri. beli lauk pakai voucher shopeefood. dulu jaman kosan ada dapurnya, menu masakan… https://t.co/jFWKJKlnyw",masak nasi sendiri beli lauk pakai voucher shopeefood dulu jaman kosan ada dapurnya menu masakan,masa nasi sendiri beli lauk pakai voucher shopeefood dulu zaman kosan ada dapurnya menu masakan,nasi beli lauk pakai voucher shopeefood zaman kosan dapurnya menu masakan,"['nasi', 'beli', 'lauk', 'pakai', 'voucher', 'shopeefood', 'zaman', 'kosan', 'dapur', 'menu', 'masakan']",10,positive,2.0
82,82,2021-12-27 01:05:51+00:00,@ojema_ yuk bergabung untuk menjadi mitra shopee food caranya mudah loh tinggal input di link pendaftaran… https://t.co/wsPzT5pBX6,yuk bergabung untuk menjadi mitra shopee food caranya mudah loh tinggal input di link pendaftaran,yuk bergabung untuk menjadi mitra shopee food caranya mudah loh tinggal input di link pendaftaran,yuk bergabung mitra shopee food mudah tinggal input link pendaftaran,"['yuk', 'gabung', 'mitra', 'shopee', 'food', 'mudah', 'tinggal', 'input', 'link', 'daftar']",7,positive,2.0
83,83,2021-12-27 01:04:26+00:00,"@collegemenfess Nasi bikin sendiri buat 2 kali makan, trus lauknya beli pake shopeefood yg diskon 50-70% jadi mante… https://t.co/YgdDe4On66",nasi bikin sendiri buat kali makan trus lauknya beli pake shopeefood yg diskon jadi mante,nasi bikin sendiri buat kali makan terus lauknya beli pakai shopeefood yang potongan harga jadi mante,nasi kali makan lauknya beli pakai shopeefood potongan harga mante,"['nasi', 'kali', 'makan', 'lauk', 'beli', 'pakai', 'shopeefood', 'potong', 'harga', 'mante']",6,positive,2.0
84,84,2021-12-27 00:59:14+00:00,"sarapan dlu y g y , pake shopeefood dari 60 jadi 27 ribu, thanks to @dhars7_",sarapan dlu pake shopeefood dari jadi ribu thanks to,sarapan dulu pakai shopeefood dari jadi ribu thanks to,sarapan pakai shopeefood ribu thanks to,"['sarap', 'pakai', 'shopeefood', 'ribu', 'thanks', 'to']",6,positive,2.0
85,85,2021-12-27 00:54:07+00:00,"Yuk mampir di shopee saya , saya baru blajar untuk jualan #ShopeeID #Shopee #ShopeeFood #Shopee1212",yuk mampir di shopee saya saya baru blajar untuk jualan,yuk mampir di shopee saya saya baru blajar untuk jualan,yuk mampir shopee blajar jualan,"['yuk', 'mampir', 'shopee', 'blajar', 'jual']",7,positive,2.0
86,86,2021-12-27 00:51:27+00:00,"Bismillah aku share di tweeter 🥺🙏 ,, semoga aja Allah memberi jalan buat rejeki nya ,, @ShopeeID @shopeefood_id  sa… https://t.co/BxfS5F7n7Q",bismillah aku share di tweeter semoga aja allah memberi jalan buat rejeki nya id sa,bismillah saya bagikan di twitter semoga aja allah memberi jalan buat rejeki nya id sa,bismillah bagikan twitter semoga allah jalan rejeki id sa,"['bismillah', 'bagi', 'twitter', 'moga', 'allah', 'jalan', 'rejeki', 'id', 'sa']",16,positive,2.0
87,87,2021-12-27 00:51:07+00:00,@luckyeaj Done kak semoga spayku terisi mau shopeefood,done kak semoga spayku terisi mau shopeefood,done kak semoga spayku terisi mau shopeefood,done kak semoga spayku terisi shopeefood,"['done', 'kak', 'moga', 'spayku', 'isi', 'shopeefood']",3,positive,2.0
88,88,2021-12-27 00:50:38+00:00,"Beberapa hari ini order shopeefood or gofood dapet drivernya ngga ramah samsek, padahal gapake voc🥲",beberapa hari ini order shopeefood or gofood dapet drivernya ngga ramah samsek padahal gapake voc,beberapa hari ini order shopeefood atau gofood dapat drivernya tidak ramah samsek padahal gapake voc,order shopeefood gofood drivernya ramah samsek gapake voc,"['order', 'shopeefood', 'gofood', 'drivernya', 'ramah', 'samsek', 'gapake', 'voc']",5,positive,2.0
89,89,2021-12-27 00:48:59+00:00,anjinggggg senangnya diskon shopeefood 70%,anjinggggg senangnya diskon shopeefood,anjinggggg senangnya potongan harga shopeefood,anjinggggg senangnya potongan harga shopeefood,"['anjinggggg', 'senang', 'potong', 'harga', 'shopeefood']",6,positive,2.0
90,90,2021-12-27 00:47:05+00:00,"Klaim voucher diskon dan cashback ShopeeFood 🍽️

Halaman promo Jabodetabek:
https://t.co/9Ve9cP7e0v https://t.co/OY3bppYFJS",klaim voucher diskon dan cashback shopeefood halaman promo jabodetabek,klaim voucher potongan harga dan cashback shopeefood halaman promo jabodetabek,klaim voucher potongan harga cashback shopeefood halaman promo jabodetabek,"['klaim', 'voucher', 'potong', 'harga', 'cashback', 'shopeefood', 'halaman', 'promo', 'jabodetabek']",7,positive,2.0
91,91,2021-12-27 00:46:35+00:00,@nomincityxx_ ayo khakk lirik ak maw buat sempol di shopeefood😄✌️,ayo khakk lirik ak maw buat sempol di shopeefood,ayo khakk lirik ak maw buat sempol di shopeefood,ayo khakk lirik ak maw sempol shopeefood,"['ayo', 'khakk', 'lirik', 'ak', 'maw', 'sempol', 'shopeefood']",4,positive,2.0
92,92,2021-12-27 00:39:32+00:00,"RT @ebednoorjaman: (HALUSINASI)

“Kamu bisa masak soto?”

“Duh nggak bisa mas”

“Yasudah. Kita ke warung soto pak zaenal aja yuk. Rekomende…",rt halusinasi kamu bisa masak soto duh nggak bisa mas yasudah kita ke warung soto pak zaenal aja yuk rekomende,rt halusinasi kamu bisa masa soto aduh tidak bisa mas yasudah kita ke warung soto bapak zaenal aja yuk rekomende,halusinasi soto aduh mas yasudah warung soto zaenal yuk rekomende,"['halusinasi', 'soto', 'aduh', 'mas', 'yasudah', 'warung', 'soto', 'zaenal', 'yuk', 'rekomende']",5,positive,2.0
93,93,2021-12-27 00:33:09+00:00,"Shopee Food Diskon 100% nih ✨
jam 11.00 siang yaaa ✅

🔗 https://t.co/kak41sQ2GU https://t.co/CaPFfuPtTd",shopee food diskon nih jam siang yaaa,shopee food potongan harga ini jam siang yaaa,shopee food potongan harga jam siang yaaa,"['shopee', 'food', 'potong', 'harga', 'jam', 'siang', 'yaaa']",1,positive,2.0
94,94,2021-12-27 00:02:38+00:00,"Yuk pesan mulai jam 5-11 pagi di McD terdekat! Tersedia juga di McDelivery atau bisa juga pesan dari GoFood, GrabFood dan ShopeeFood.",yuk pesan mulai jam pagi di mcd terdekat tersedia juga di mcdelivery atau bisa juga pesan dari gofood grabfood dan shopeefood,yuk pesan mulai jam pagi di mcd terdekat tersedia juga di mcdelivery atau bisa juga pesan dari gofood grabfood dan shopeefood,yuk pesan jam pagi mcd terdekat tersedia mcdelivery pesan gofood grabfood shopeefood,"['yuk', 'pesan', 'jam', 'pagi', 'mcd', 'dekat', 'sedia', 'mcdelivery', 'pesan', 'gofood', 'grabfood', 'shopeefood']",12,positive,2.0
95,95,2021-12-26 23:08:51+00:00,"(HALUSINASI)

“Kamu bisa masak soto?”

“Duh nggak bisa mas”

“Yasudah. Kita ke warung soto pak zaenal aja yuk. Reko… https://t.co/fVwqm0Jc08",halusinasi kamu bisa masak soto duh nggak bisa mas yasudah kita ke warung soto pak zaenal aja yuk reko,halusinasi kamu bisa masa soto aduh tidak bisa mas yasudah kita ke warung soto bapak zaenal aja yuk reko,halusinasi soto aduh mas yasudah warung soto zaenal yuk reko,"['halusinasi', 'soto', 'aduh', 'mas', 'yasudah', 'warung', 'soto', 'zaenal', 'yuk', 'reko']",5,positive,2.0
96,96,2021-12-26 21:45:38+00:00,@Dedi88378816 jadi driver shopeefood teh cobain lagi rame @Dedi88378816,jadi driver shopeefood teh cobain lagi rame,jadi driver shopeefood teh cobain lagi ramai,driver shopeefood teh cobain ramai,"['driver', 'shopeefood', 'teh', 'cobain', 'ramai']",4,positive,2.0
97,97,2021-12-26 21:18:40+00:00,@12pmpank kan ada shopeefood,kan ada shopeefood,kan ada shopeefood,shopeefood,['shopeefood'],0,neutral,1.0
98,98,2021-12-26 20:54:23+00:00,"Pesen makan di shopeefood jam segini, kirain ga bakal dapet driver, ternyata ada dongㅠㅠkaget wkwkw",pesen makan di shopeefood jam segini kirain ga bakal dapet driver ternyata ada dongkaget wkwkw,pesan makan di shopeefood jam segini kirain tidak bakal dapat driver ternyata ada dongkaget wkwkw,pesan makan shopeefood jam segini kirain driver dongkaget wkwkw,"['pesan', 'makan', 'shopeefood', 'jam', 'gin', 'kirain', 'driver', 'dongkaget', 'wkwkw']",3,positive,2.0
99,99,2021-12-26 19:18:38+00:00,jam segini gofood/shopeefood minuman yg masih buka apa yah di bdg,jam segini gofoodshopeefood minuman yg masih buka apa yah di bdg,jam segini gofoodshopeefood minuman yang masih buka apa yah di bandung,jam segini gofoodshopeefood minuman buka bandung,"['jam', 'gin', 'gofoodshopeefood', 'minum', 'buka', 'bandung']",-1,negative,2.0
100,100,2021-12-26 19:11:13+00:00,"baru inget tadi ketemu mas shopeefood di tora tora depan geografi pake kacamata cakep bgt sksksk 
masnya main twitter ga ya :')",baru inget tadi ketemu mas shopeefood di tora tora depan geografi pake kacamata cakep bgt sksksk masnya main twitter ga ya,baru ingat tadi ketemu mas shopeefood di tora tora depan geografi pakai kacamata cakep begitu sksksk masnya main twitter tidak ya,ketemu mas shopeefood tora tora geografi pakai kacamata cakep sksksk masnya main twitter,"['ketemu', 'mas', 'shopeefood', 'tora', 'tora', 'geografi', 'pakai', 'kacamata', 'cakep', 'sksksk', 'mas', 'main', 'twitter']",8,positive,2.0
101,101,2021-12-26 19:05:52+00:00,"@shopeefood_id Apa an ,promo hanya berlaku area jabodetabek ,daera lain gak ada  ,pilhh kasih",id apa an promo hanya berlaku area jabodetabek daera lain gak ada pilhh kasih,id apa an promo hanya berlaku area jabodetabek daera lain tidak ada pilhh kasih,id an promo berlaku area jabodetabek daera pilhh kasih,"['id', 'an', 'promo', 'laku', 'area', 'jabodetabek', 'daera', 'pilhh', 'kasih']",5,positive,2.0
102,102,2021-12-26 18:43:03+00:00,udah lama ga nge shopeefood sekalinya nge sf malah berantem ama driver nya 🙃,udah lama ga nge shopeefood sekalinya nge sf malah berantem ama driver nya,sudah lama tidak nge shopeefood sekalinya nge sf malah berkelahi sama driver nya,nge shopeefood sekalinya nge sf berkelahi driver,"['nge', 'shopeefood', 'sekali', 'nge', 'sf', 'kelah', 'driver']",-1,negative,0.0
103,103,2021-12-26 18:38:16+00:00,"@convomfs bisa, tapi yg lagi banyak promo di shopeefood nder",bisa tapi yg lagi banyak promo di shopeefood nder,bisa tapi yang lagi banyak promo di shopeefood nder,promo shopeefood nder,"['promo', 'shopeefood', 'nder']",3,positive,2.0
104,104,2021-12-26 18:31:14+00:00,"@literarymuffs Mam alle, pesen lewat shopeefood biar dapet diskon",mam alle pesen lewat shopeefood biar dapet diskon,mam alle pesan lewat shopeefood biar dapat potongan harga,mam alle pesan shopeefood potongan harga,"['mam', 'alle', 'pesan', 'shopeefood', 'potong', 'harga']",-2,negative,0.0
105,105,2021-12-26 18:16:39+00:00,"@taeeppoki Iya tp gk asli situ, cuman di rumah tante aja sambil kuliah. Mau rekomendasiin ayam geprek warmur, plss… https://t.co/Y59Ckucge2",iya tp gk asli situ cuman di rumah tante aja sambil kuliah mau rekomendasiin ayam geprek warmur plss,iya tapi tidak asli situ cuman di rumah tante aja sambil kuliah mau rekomendasiin ayam geprek warmur plss,iya asli situ cuman rumah tante kuliah rekomendasiin ayam geprek warmur plss,"['iya', 'asli', 'situ', 'cuman', 'rumah', 'tante', 'kuliah', 'rekomendasiin', 'ayam', 'geprek', 'warmur', 'plss']",6,positive,2.0
