,Tweets,Case_Folding;;;;;;
"2757,""Udah seminggu ini gamasak, tiap hr shopeefood. Maafkeun ak yang mageran ini suami q 😶😶😶"",""udah seminggu ini gamasak, tiap hr shopeefood. maafkeun ak yang mageran ini suami q 😶😶😶""";;;;;;
2758,@ShopeeID min ini gmn cara pake voucher freeong shopeefood? Kok gabisa dipake ya https://t.co/YAlTNyXblT,@shopeeid min ini gmn cara pake voucher freeong shopeefood? kok gabisa dipake ya https://t.co/yaltnyxblt;;;;;;
"2759,""Daritadi bulak balik grabfood,gofood,shopeefood. Niat bandingin harga,eh gapromo semua. Syedihhh🙃"",""daritadi bulak balik grabfood,gofood,shopeefood. niat bandingin harga,eh gapromo semua. syedihhh🙃""";;;;;;
"2760,""alhamdulillah walaupun blm kepanggil shopeefood, tp di lalamove ttp bs narik food."",""alhamdulillah walaupun blm kepanggil shopeefood, tp di lalamove ttp bs narik food.""";;;;;;
2761,kok mau bayar shopeefood gagal mulu seh,kok mau bayar shopeefood gagal mulu seh;;;;;;
"2762,""Lupakan diet dan hajar makanan ENAAAKKKK🤤🤤 di #mangkukmi cabang Pondok Labu atau Mangkukmi cabang #serpong .";;;;;;
Take away,dine in atau #gofood ,#grabfood atau #shopeefood ..........bebas tinggal pilih cara kamu order👍🏻👍🏻;;;;;;
"Pesan online,klik https://t.co/uGYAeSkbS8 https://t.co/OMmGa48NAz"",""lupakan diet dan hajar makanan enaaakkkk🤤🤤 di #mangkukmi cabang pondok labu atau mangkukmi cabang #serpong .";;;;;;
take away,dine in atau #gofood ,#grabfood atau #shopeefood ..........bebas tinggal pilih cara kamu order👍🏻👍🏻;;;;;;
"pesan online,klik https://t.co/ugyaeskbs8 https://t.co/ommga48naz""";;;;;;
2763,seblak pesan dari shopeefood enak bgt 😭♥️ https://t.co/cAx9m1cGXd,seblak pesan dari shopeefood enak bgt 😭♥️ https://t.co/cax9m1cgxd;;;;;;
"2764,""Langsung dicancel sama shopeefood gara2 bilang """"langsung ke kamar aja ya mas"""""",""langsung dicancel sama shopeefood gara2 bilang """"langsung ke kamar aja ya mas""""""";;;;;;
2765,@txtdarionlshop sygnya di shopeefood @ShopeeID gak ada buat ngetik review padahal penting banget mau ngasih masukan buat resto cuma ada bintang bintang ㅠㅠ,@txtdarionlshop sygnya di shopeefood @shopeeid gak ada buat ngetik review padahal penting banget mau ngasih masukan buat resto cuma ada bintang bintang ㅠㅠ;;;;;;
2766,cara ngasih tip di shopeefood gmn sie,cara ngasih tip di shopeefood gmn sie;;;;;;
2767,trus gatau mau lapor ke mana karena beli pake shopeefood☹️ biasanya grabfood yg gercep bgt nyelesain laporan begini,trus gatau mau lapor ke mana karena beli pake shopeefood☹️ biasanya grabfood yg gercep bgt nyelesain laporan begini;;;;;;
"2768,""Cinta Segitiga ku, semuanya enak 😋😊";;;;;;
.;;;;;;
Yuk order Geprek Bensu, banyak banget promo yang bisa kamu nikmati loh🤩;;;;;;
.;;;;;;
Bisa datang ke outlet Geprek Bensu langsung atau order via Grabfood, Gofood, Shopeefood &amp; EatsbyTraveloka ya😉;;;;;
.;;;;;;
"#geprekbensu #senangprodukindonesia #opp https://t.co/ITIcdAioel"",""cinta segitiga ku, semuanya enak 😋😊";;;;;;
.;;;;;;
yuk order geprek bensu, banyak banget promo yang bisa kamu nikmati loh🤩;;;;;;
.;;;;;;
bisa datang ke outlet geprek bensu langsung atau order via grabfood, gofood, shopeefood &amp; eatsbytraveloka ya😉;;;;;
.;;;;;;
"#geprekbensu #senangprodukindonesia #opp https://t.co/iticdaioel""";;;;;;
"2769,""@ameowperson @caturrizky16 @faizaufi Setauku tiap order gofood, grabfood, ataupun shopeefood urutannya udah pasti:";;;;;;
1. Resto menerima orderan anda;;;;;;
2. Menemukan driver terdekat;;;;;;
;;;;;;
"Jadi kalo udah diterima udah pasti sadar dan ga tidur empunya restonya"",""@ameowperson @caturrizky16 @faizaufi setauku tiap order gofood, grabfood, ataupun shopeefood urutannya udah pasti:";;;;;;
1. resto menerima orderan anda;;;;;;
2. menemukan driver terdekat;;;;;;
;;;;;;
"jadi kalo udah diterima udah pasti sadar dan ga tidur empunya restonya""";;;;;;
2770,Yg punya voucher shopeefood diskon 20.000dong #zonauang #Zonajajan,yg punya voucher shopeefood diskon 20.000dong #zonauang #zonajajan;;;;;;
2771,@shopeefood_id Cara daftar shopee food merchant gimana ya ?,@shopeefood_id cara daftar shopee food merchant gimana ya ?;;;;;;
"2772,""@sweokjinz oalahh, gpp dom asliky jg gaada shopeefood 😭😭🤧🤧"",""@sweokjinz oalahh, gpp dom asliky jg gaada shopeefood 😭😭🤧🤧""";;;;;;
"2773,""Order pizza di shopeefood for the first time. Titik nya gak sama dengan alamat aslinya, padahal udah lengkap banget itu alamatnya 😌. Untung aku tanya drivernya dulu, klo enggak kasian nanti drivernya muter-muter cari alamat 🙈"",""order pizza di shopeefood for the first time. titik nya gak sama dengan alamat aslinya, padahal udah lengkap banget itu alamatnya 😌. untung aku tanya drivernya dulu, klo enggak kasian nanti drivernya muter-muter cari alamat 🙈""";;;;;;
2774,shopeefood ni bagus dah ada free delivery + discount semua tu dah cumaa rider tu je tk ramai asyik kena cancelled order je :(((,shopeefood ni bagus dah ada free delivery + discount semua tu dah cumaa rider tu je tk ramai asyik kena cancelled order je :(((;;;;;;
2775,@sweokjinz SINI KE KOS KITA SHOPEEFOOD BARENG,@sweokjinz sini ke kos kita shopeefood bareng;;;;;;
2776,@winteranne Try shopeefood dah? Murah sikit,@winteranne try shopeefood dah? murah sikit;;;;;;
2777,Iseng pesen makanan di shopeefood terus kok enak???,iseng pesen makanan di shopeefood terus kok enak???;;;;;;
2778,@lambriyantis sambil maskeran gasi aduh trus pesen shopeefood? ide yg menarik bukan?,@lambriyantis sambil maskeran gasi aduh trus pesen shopeefood? ide yg menarik bukan?;;;;;;
"2779,""Ni Boba BRAWIJAYA - MOJOKERTO";;;;;;
"#Mojokerto #GoFood #GrabFoodMulai10rb #GrabFood #ShopeeFood https://t.co/BSuYtUeHNP"",""ni boba brawijaya - mojokerto";;;;;;
"#mojokerto #gofood #grabfoodmulai10rb #grabfood #shopeefood https://t.co/bsuytuehnp""";;;;;;
"2780,""BEAR BOBBA LOWOKWARU";;;;;;
;;;;;;
Cinnamon Roll Macchiato 18K #BigCup22oz;;;;;;
50% Disc #ShopeeFood #GrabFood #GoFood;;;;;;
;;;;;;
https://t.co/6fplAdGVlD;;;;;;
;;;;;;
#InfoKulinerMalang;;;;;;
#LaporLaper;;;;;;
#KulinerHitsMalang;;;;;;
#MalangCulinary;;;;;;
#MalangKuliner;;;;;;
#BobaMalang;;;;;;
#KopiMalang ;;;;;;
#EsTehMalang;;;;;;
#MojitoMalang;;;;;;
#Grab;;;;;;
#GoJek;;;;;;
"#BTS https://t.co/d6Gu46fGXL"",""bear bobba lowokwaru";;;;;;
;;;;;;
cinnamon roll macchiato 18k #bigcup22oz;;;;;;
50% disc #shopeefood #grabfood #gofood;;;;;;
;;;;;;
https://t.co/6fpladgvld;;;;;;
;;;;;;
#infokulinermalang;;;;;;
#laporlaper;;;;;;
#kulinerhitsmalang;;;;;;
#malangculinary;;;;;;
#malangkuliner;;;;;;
#bobamalang;;;;;;
#kopimalang ;;;;;;
#estehmalang;;;;;;
#mojitomalang;;;;;;
#grab;;;;;;
#gojek;;;;;;
"#bts https://t.co/d6gu46fgxl""";;;;;;
"2781,""Order from shopeefood. Sampai2, eh apahal kedai cina? Check semula takde pulak tulis non halal. Biasa kalau non halal, memang tulis siap2 kat description. ";;;;;;
;;;;;;
"Tapi sis dah was2. Suami pun suruh order lain je. Tapi faham tak dah lapar, nak nangis 😭"",""order from shopeefood. sampai2, eh apahal kedai cina? check semula takde pulak tulis non halal. biasa kalau non halal, memang tulis siap2 kat description. ";;;;;;
;;;;;;
"tapi sis dah was2. suami pun suruh order lain je. tapi faham tak dah lapar, nak nangis 😭""";;;;;;
"2782,""Btw ini shopeefood ga ada fitur ngasih tip buat driver yahh. ";;;;;;
"Kasian banget kalo lagi ga ada cash, ato kayak kita pesenin buat org yg request nya banyak 🥲🥲🥲"",""btw ini shopeefood ga ada fitur ngasih tip buat driver yahh. ";;;;;;
"kasian banget kalo lagi ga ada cash, ato kayak kita pesenin buat org yg request nya banyak 🥲🥲🥲""";;;;;;
"2783,""layar hp rusak karna abis di hujan2in, sekarang gabisa mesen shopeefood karna layar kanan nya udah gabisa di klik:)"",""layar hp rusak karna abis di hujan2in, sekarang gabisa mesen shopeefood karna layar kanan nya udah gabisa di klik:)""";;;;;;
"2784,""harga menunya lumayan beda, ayam selisih 5k coy";;;;;;
;;;;;;
shopeefood : ayam 23k, kol 6k, terong 6k, sate 4.5k ;;;;;;
gofood : ayam 18k, kol 3k, terong 5k, sate 4k;;;;;;
;;;;;;
shopeefood menang di voucher aja sih, coba kalo gojek ada vouchernya setara kek shopeefood. ya jelas menang gofood lah :');;;;;;
;;;;;;
"😭😭🙏🏻 https://t.co/BYIBmm5Wt5"",""harga menunya lumayan beda, ayam selisih 5k coy";;;;;;
;;;;;;
shopeefood : ayam 23k, kol 6k, terong 6k, sate 4.5k ;;;;;;
gofood : ayam 18k, kol 3k, terong 5k, sate 4k;;;;;;
;;;;;;
shopeefood menang di voucher aja sih, coba kalo gojek ada vouchernya setara kek shopeefood. ya jelas menang gofood lah :');;;;;;
;;;;;;
"😭😭🙏🏻 https://t.co/byibmm5wt5""";;;;;;
"2785,""jadinya gofood ayam gepuk pak gembus, tapi pake shopeefood wkakak.";;;;;;
;;;;;;
"awal lihat tu di shopeefood kan, tergiur sa vouchernya yg lumayan """"wah"""". trus pas udah order tiba2 kepo sama harga di gofood.";;;;;;
;;;;;;
ternyata totalnya ga jauh beda sih, tapi..;;;;;;
"⤵️⤵️⤵️ https://t.co/oy1V6ZIkZ4"",""jadinya gofood ayam gepuk pak gembus, tapi pake shopeefood wkakak.";;;;;;
;;;;;;
"awal lihat tu di shopeefood kan, tergiur sa vouchernya yg lumayan """"wah"""". trus pas udah order tiba2 kepo sama harga di gofood.";;;;;;
;;;;;;
ternyata totalnya ga jauh beda sih, tapi..;;;;;;
"⤵️⤵️⤵️ https://t.co/oy1v6zikz4""";;;;;;
"2786,""Ada yang nyari voc shopeefood sopipud? fee 2k udah + voc ongkir";;;;;;
Diskon 20% fee 1k;;;;;;
;;;;;;
!! Tidak menerima orderan in rush !!;;;;;;
;;;;;;
t. wtb wts voc vocher shopeefood shopee food diskon 60% gratis ongkir 11.11 fee;;;;;;
;;;;;;
#zonauang ;;;;;;
📩https://t.co/nZzlcGN1pI;;;;;;
"https://t.co/FPZzcohJAb https://t.co/QVeO8ZSN50"",""ada yang nyari voc shopeefood sopipud? fee 2k udah + voc ongkir";;;;;;
diskon 20% fee 1k;;;;;;
;;;;;;
!! tidak menerima orderan in rush !!;;;;;;
;;;;;;
t. wtb wts voc vocher shopeefood shopee food diskon 60% gratis ongkir 11.11 fee;;;;;;
;;;;;;
#zonauang ;;;;;;
📩https://t.co/nzzlcgn1pi;;;;;;
"https://t.co/fpzzcohjab https://t.co/qveo8zsn50""";;;;;;
2787,Dari shopeefood beralih ke traveloka eats. 50% cuyyy. Gpp tadi pagi dah makan sehat.😅 https://t.co/vE77sHKweb,dari shopeefood beralih ke traveloka eats. 50% cuyyy. gpp tadi pagi dah makan sehat.😅 https://t.co/ve77shkweb;;;;;;
"2788,""@FBI_Agenttt @txtdarionlshop Area jogja 3 aplikator puji tuhan masih gacor semua orderanya, pelanggan GoFood loyal soalnya, ada promo atau enggak tetep order terus. Kalau Grabfoof sama Shopeefood resto ku ikut resto prioritas &amp";" premium kak, jadi bisa imbangin gacornya Gofood"",""@fbi_agenttt @txtdarionlshop area jogja 3 aplikator puji tuhan masih gacor semua orderanya, pelanggan gofood loyal soalnya, ada promo atau enggak tetep order terus. kalau grabfoof sama shopeefood resto ku ikut resto prioritas &amp";" premium kak, jadi bisa imbangin gacornya gofood""";;;;
"2789,""mau masak gas habis, mau shopeefood hujan kasian abang2nya"",""mau masak gas habis, mau shopeefood hujan kasian abang2nya""";;;;;;
2790,@convomfs di gue blm ada shopeefood aelaaaah,@convomfs di gue blm ada shopeefood aelaaaah;;;;;;
2791,kenapa dom gue belum ada shopeefood YA. https://t.co/ZmmILiWIwj,kenapa dom gue belum ada shopeefood ya. https://t.co/zmmiliwiwj;;;;;;
"2792,""MD yuk buruan di order ☺️";;;;;;
Menu+price list lainnya ada di bawah ya🤗;;;;;;
;;;;;;
Yang mau order langsung DM ke @cemilan_kenyang;;;;;;
Tersedia di Gofood/Grabfood/ShopeeFood;;;;;;
Cek Instagram “macronis_food” ;;;;;;
;;;;;;
"Dom Malang, Jatim. https://t.co/ETjp3p8zIv"",""md yuk buruan di order ☺️";;;;;;
menu+price list lainnya ada di bawah ya🤗;;;;;;
;;;;;;
yang mau order langsung dm ke @cemilan_kenyang;;;;;;
tersedia di gofood/grabfood/shopeefood;;;;;;
cek instagram “macronis_food” ;;;;;;
;;;;;;
"dom malang, jatim. https://t.co/etjp3p8ziv""";;;;;;
"2793,""Panjang umur ya, Pak Lawanto, udah menjembatani perbucinanku yang terpaut jarak ini😌";;;;;;
"Ini Driver shopeefood dengan inisiatif dan akurasi paling baik. 5✨ dari akoooooo❤️ https://t.co/O65vIeinBS"",""panjang umur ya, pak lawanto, udah menjembatani perbucinanku yang terpaut jarak ini😌";;;;;;
"ini driver shopeefood dengan inisiatif dan akurasi paling baik. 5✨ dari akoooooo❤️ https://t.co/o65vieinbs""";;;;;;
"2794,""Aku mau pesan shopeefood, terus iseng buka lebijou karena katanya lagi sale, terus ekse bajunya dan lupa ekse makanan ww"",""aku mau pesan shopeefood, terus iseng buka lebijou karena katanya lagi sale, terus ekse bajunya dan lupa ekse makanan ww""";;;;;;
"2795,""MULAI DARI 6 rb buat manisin harimu 🍵";;;;;;
Mumpung ada promo ☕️;;;;;;
Ongkir cuma 7K seJKT 💚;;;;;;
Cus ke ig @/tehdanco.klat atau dm @awkarungsamsak ;;;;;;
Bisa juga via ShopeeFood, Gofood atau via Paxel;;;;;;
"WTS! https://t.co/IoSIZfiKmG"",""mulai dari 6 rb buat manisin harimu 🍵";;;;;;
mumpung ada promo ☕️;;;;;;
ongkir cuma 7k sejkt 💚;;;;;;
cus ke ig @/tehdanco.klat atau dm @awkarungsamsak ;;;;;;
bisa juga via shopeefood, gofood atau via paxel;;;;;;
"wts! https://t.co/iosizfikmg""";;;;;;
2796,@stanmenfess ADAAAAA kecuali shopeefood😋👍🏻,@stanmenfess adaaaaa kecuali shopeefood😋👍🏻;;;;;;
2797,@busuniriyaaa Mesen shopeefood weh kearah rumah ngke nebeng si mangna,@busuniriyaaa mesen shopeefood weh kearah rumah ngke nebeng si mangna;;;;;;
"2798,""Siapa yang makan nya begini 1 nasi 2 ayam😀😋 mau, langsung yuk ke Geprek Bensu";;;;;;
.;;;;;;
Yuk order Geprek Bensu, banyak banget promo yang bisa kamu nikmati loh🤩;;;;;;
.;;;;;;
Bisa datang ke outlet Geprek Bensu langsung atau order via Grabfood, Gofood, Shopeefood &amp;" EatsbyTraveloka ya😉 https://t.co/sJDYU32MAl"",""siapa yang makan nya begini 1 nasi 2 ayam😀😋 mau, langsung yuk ke geprek bensu";;;;;
.;;;;;;
yuk order geprek bensu, banyak banget promo yang bisa kamu nikmati loh🤩;;;;;;
.;;;;;;
bisa datang ke outlet geprek bensu langsung atau order via grabfood, gofood, shopeefood &amp;" eatsbytraveloka ya😉 https://t.co/sjdyu32mal""";;;;;
2799,Udah bener pake shopeefood ama grabfood https://t.co/xEmKOJtEz7,udah bener pake shopeefood ama grabfood https://t.co/xemkojtez7;;;;;;
"2800,""Untuk bapak driver shopeefood yang barusan nganter ini, maaf banget ya pak saya lupa ganti uang parkirnya 😭😭😭😭";;;;;;
"Semoga Allah kasih rejeki lebih, next kalo dapetnya bapak lagi bakal saya ganti uangnya 😭😭😭😭😭 https://t.co/qDUZUs1Zdq"",""untuk bapak driver shopeefood yang barusan nganter ini, maaf banget ya pak saya lupa ganti uang parkirnya 😭😭😭😭";;;;;;
"semoga allah kasih rejeki lebih, next kalo dapetnya bapak lagi bakal saya ganti uangnya 😭😭😭😭😭 https://t.co/qduzus1zdq""";;;;;;
"2801,""@txtdarionlshop Mari lariskan usaha crispy chicken ku yang berada di Bogor kota dan sekitarnya, Grabfood, Gofood dan Shopeefood readyyy!! 😍";;;;;;
;;;;;;
Ketik aja Ahiihii Crispy Chicken;;;;;;
"Jangan lupa bintang 5 ya 🤩🙏 https://t.co/WGUEq5gp4n"",""@txtdarionlshop mari lariskan usaha crispy chicken ku yang berada di bogor kota dan sekitarnya, grabfood, gofood dan shopeefood readyyy!! 😍";;;;;;
;;;;;;
ketik aja ahiihii crispy chicken;;;;;;
"jangan lupa bintang 5 ya 🤩🙏 https://t.co/wgueq5gp4n""";;;;;;
2802,Shopeefood mu menolong aku bgt min sbg anak kos,shopeefood mu menolong aku bgt min sbg anak kos;;;;;;
2803,Mumpung lagi jam makan siang ada yang mau dikirim shopeefood?,mumpung lagi jam makan siang ada yang mau dikirim shopeefood?;;;;;;
2804,@bonngbudi Menggoda.. klo shopeefood berapa ya🤔🤣🤣,@bonngbudi menggoda.. klo shopeefood berapa ya🤔🤣🤣;;;;;;
2805,sumpah cinta bgt shopeefood cuuuepet poolllll❤️,sumpah cinta bgt shopeefood cuuuepet poolllll❤️;;;;;;
2806,Pengen shopeefood tp takut klo ganggu bpk ojolnya jumatan,pengen shopeefood tp takut klo ganggu bpk ojolnya jumatan;;;;;;
2807,grabfood dan shopeefood plis dong berhenti promonya,grabfood dan shopeefood plis dong berhenti promonya;;;;;;
"2808,""@negm_onn kurang tau ya kak.. cmn kaka aku baru menyediakan via grab/gojek/traveloka dan shopeefood aja itu jg sistemnya buka tutup. karna msh sekala rumahan dan kebanyakan bekerja sendiri dikhawatirkan kewalahan, sedangkan di apps jg sistemnya msh buka tutup."",""@negm_onn kurang tau ya kak.. cmn kaka aku baru menyediakan via grab/gojek/traveloka dan shopeefood aja itu jg sistemnya buka tutup. karna msh sekala rumahan dan kebanyakan bekerja sendiri dikhawatirkan kewalahan, sedangkan di apps jg sistemnya msh buka tutup.""";;;;;;
"2809,""Isi shopeepay buat belanja², eh malah abis buat shopeefood.. ";;;;;;
"Only me, yeah its only me :"""") https://t.co/WOa4xrA5CD"",""isi shopeepay buat belanja², eh malah abis buat shopeefood.. ";;;;;;
"only me, yeah its only me :"""") https://t.co/woa4xra5cd""";;;;;;
2810,Kenapa ya kalo pesen makan online ud dpt driver tau2 ganti driver lain Tanpa Ada babibu dri driver sebelumnya @shopeefood_id @gojekindonesia,kenapa ya kalo pesen makan online ud dpt driver tau2 ganti driver lain tanpa ada babibu dri driver sebelumnya @shopeefood_id @gojekindonesia;;;;;;
2811,@TforTrustMe ShopeeFood trus GoFood. Tergantung di daerah nya ada apa ndak,@tfortrustme shopeefood trus gofood. tergantung di daerah nya ada apa ndak;;;;;;
2812,dunia harus tau kalo di kaliwungu udah ada shopeefood 😭👍,dunia harus tau kalo di kaliwungu udah ada shopeefood 😭👍;;;;;;
"2813,""@yeolii94 OPEN JASA ORDER SHOPEEFOOD!!!";;;;;;
BELI MCD 40K BAYAR 19K;;;;;;
CHATIME BELI 40K BYR 18K;;;;;;
;;;;;;
KHUSUS UNTUK RESTO ADA STICKER DISKON DAHSYAT;;;;;;
BELI 30K BAYAR 14K;;;;;;
aku yg orderin. kamu duduk manis aja dirumah nanti blg makasih aja. minat? https://t.co/0M0d565oQo;;;;;;
"https://t.co/xEzbgfivh7"",""@yeolii94 open jasa order shopeefood!!!";;;;;;
beli mcd 40k bayar 19k;;;;;;
chatime beli 40k byr 18k;;;;;;
;;;;;;
khusus untuk resto ada sticker diskon dahsyat;;;;;;
beli 30k bayar 14k;;;;;;
aku yg orderin. kamu duduk manis aja dirumah nanti blg makasih aja. minat? https://t.co/0m0d565oqo;;;;;;
"https://t.co/xezbgfivh7""";;;;;;
"2814,""/kle bagi info coupon code di mc delivery atau kalo ada promo gojek atau shopeefood, pengen es kopi jelly nya yang sepaket sama mcflurry juga :("",""/kle bagi info coupon code di mc delivery atau kalo ada promo gojek atau shopeefood, pengen es kopi jelly nya yang sepaket sama mcflurry juga :(""";;;;;;
"2815,""BEAR BOBBA LOWOKWARU";;;;;;
;;;;;;
Boba Brown Sugar 13K #BigCup22oz;;;;;;
50% Disc #ShopeeFood #GrabFood #GoFood;;;;;;
;;;;;;
https://t.co/6fplAdGVlD;;;;;;
;;;;;;
#InfoKulinerMalang;;;;;;
#LaporLaper;;;;;;
#KulinerHitsMalang;;;;;;
#MalangCulinary;;;;;;
#MalangKuliner;;;;;;
#BobaMalang;;;;;;
#KopiMalang ;;;;;;
#EsTehMalang;;;;;;
#MojitoMalang;;;;;;
#Grab;;;;;;
#GoJek;;;;;;
#Shopee;;;;;;
"#BTS https://t.co/EZvwoHbaTp"",""bear bobba lowokwaru";;;;;;
;;;;;;
boba brown sugar 13k #bigcup22oz;;;;;;
50% disc #shopeefood #grabfood #gofood;;;;;;
;;;;;;
https://t.co/6fpladgvld;;;;;;
;;;;;;
#infokulinermalang;;;;;;
#laporlaper;;;;;;
#kulinerhitsmalang;;;;;;
#malangculinary;;;;;;
#malangkuliner;;;;;;
#bobamalang;;;;;;
#kopimalang ;;;;;;
#estehmalang;;;;;;
#mojitomalang;;;;;;
#grab;;;;;;
#gojek;;;;;;
#shopee;;;;;;
"#bts https://t.co/ezvwohbatp""";;;;;;
"2816,""fess mau nanya, ini kenapa voucher shopeefood punyaku gabisa dipake ya? Gimana sih biar bisa kepake? Makasih 😭🙏🏻 https://t.co/tFJAsWwn2e"",""fess mau nanya, ini kenapa voucher shopeefood punyaku gabisa dipake ya? gimana sih biar bisa kepake? makasih 😭🙏🏻 https://t.co/tfjaswwn2e""";;;;;;
2817,@shopeefood_id Min....resto saya trouble sdh DM...sdh email belom ada solusi....omset saya gimana ...sdh hampir 3 hari lo....,@shopeefood_id min....resto saya trouble sdh dm...sdh email belom ada solusi....omset saya gimana ...sdh hampir 3 hari lo....;;;;;;
"2818,""@hkstoria @txtdarionlshop @GrabID @gofoodindonesia Iyaa, emang gitu minusnya review yang ditampilkan. Kalau shopeefood, resto dan cust sama2 belum bisa liat review ulasan, jadi cuman bintang doang yg bisa dilihat 😸"",""@hkstoria @txtdarionlshop @grabid @gofoodindonesia iyaa, emang gitu minusnya review yang ditampilkan. kalau shopeefood, resto dan cust sama2 belum bisa liat review ulasan, jadi cuman bintang doang yg bisa dilihat 😸""";;;;;;
