,Tweets,Case_Folding,Clean_Data,Tweet_Normal,Tanpa_StopWords,Stemming,Sentimen,Label
47,"@ShopeeCare tgl 18 pesen shopeefood tapi aneh ya padahal 12.10 titik driver nya belum di lokasi penjual tapi di 12.12 di driver klik ambil dan di menit yg sama di selesaikan? Dan pesanan tidak saya terima, fitur hubungi driver tidak ada jadi tidak bisa konfirmasi ke driver. https://t.co/L4s5AQmAfS","@shopeecare tgl 18 pesen shopeefood tapi aneh ya padahal 12.10 titik driver nya belum di lokasi penjual tapi di 12.12 di driver klik ambil dan di menit yg sama di selesaikan? dan pesanan tidak saya terima, fitur hubungi driver tidak ada jadi tidak bisa konfirmasi ke driver. https://t.co/l4s5aqmafs",tgl pesen shopeefood tapi aneh ya padahal titik driver nya belum di lokasi penjual tapi di di driver klik ambil dan di menit yg sama di selesaikan dan pesanan tidak saya terima fitur hubungi driver tidak ada jadi tidak bisa konfirmasi ke driver,tgl pesan shopeefood tapi aneh ya padahal titik driver nya belum di lokasi penjual tapi di di driver klik ambil dan di menit yang sama di selesaikan dan pesanan tidak saya terima fitur hubungi driver tidak ada jadi tidak bisa konfirmasi ke driver,tgl pesan shopeefood aneh titik driver lokasi penjual driver klik ambil menit selesaikan pesanan terima fitur hubungi driver konfirmasi driver,"['tgl', 'pesan', 'shopeefood', 'aneh', 'titik', 'driver', 'lokasi', 'jual', 'driver', 'klik', 'ambil', 'menit', 'selesai', 'pesan', 'terima', 'fitur', 'hubung', 'driver', 'konfirmasi', 'driver']",1,positif
48,@fimegasari Apalagi gaada shopeefood:(,@fimegasari apalagi gaada shopeefood:(,apalagi gaada shopeefood,apalagi tidak ada shopeefood,shopeefood,['shopeefood'],2,netral
49,@shopeefood_id kapan buka pendaftaran merchant lagi minnnnnn,@shopeefood_id kapan buka pendaftaran merchant lagi minnnnnn,id kapan buka pendaftaran merchant lagi minnnnnn,id kapan buka pendaftaran merchant lagi admin,id buka pendaftaran merchant admin,"['id', 'buka', 'daftar', 'merchant', 'admin']",1,positif
50,top up uangku ordernya di shopeefood,top up uangku ordernya di shopeefood,top up uangku ordernya di shopeefood,mantap up uangku ordernya di shopeefood,mantap uangku ordernya shopeefood,"['mantap', 'uang', 'order', 'shopeefood']",1,positif
51,"@in_rd_sa @ezash Astaga Dog :’))

Senja nitip lapak jualan Senja : Ricebox Wagyu, available di Jakarta dsk, bisa dipesan via GoFood/GrabFood/ShopeeFood (search : senjayummy). https://t.co/RgyLXHQgtM","@in_rd_sa @ezash astaga dog :’))

senja nitip lapak jualan senja : ricebox wagyu, available di jakarta dsk, bisa dipesan via gofood/grabfood/shopeefood (search : senjayummy). https://t.co/rgylxhqgtm",rdsa astaga dog senja nitip lapak jualan senja ricebox wagyu available di jakarta dsk bisa dipesan via gofoodgrabfoodshopeefood search senjayummy,rdsa astaga dog senja nitip lapak jualan senja ricebox wagyu available di jakarta dsk bisa dipesan via gofoodgrabfoodshopeefood search senjayummy,rdsa astaga dog senja nitip lapak jualan senja ricebox wagyu available jakarta dsk dipesan via gofoodgrabfoodshopeefood search senjayummy,"['rdsa', 'astaga', 'dog', 'senja', 'nitip', 'lapak', 'jual', 'senja', 'ricebox', 'wagyu', 'available', 'jakarta', 'dsk', 'pes', 'via', 'gofoodgrabfoodshopeefood', 'search', 'senjayummy']",1,positif
52,yg pake alamat gue sp si anjr tiap hari shopeefood sm gojek dateng mulu risihh,yg pake alamat gue sp si anjr tiap hari shopeefood sm gojek dateng mulu risihh,yg pake alamat gue sp si anjr tiap hari shopeefood sm gojek dateng mulu risihh,yang pakai alamat saya sp si astaga setiap hari shopeefood sama gojek dateng terus risih,pakai alamat sp astaga shopeefood gojek dateng risih,"['pakai', 'alamat', 'sp', 'astaga', 'shopeefood', 'gojek', 'dateng', 'risih']",1,positif
53,"BEAR BOBBA LOWOKWARU

Cinnamon Roll Macchiato 18K #BigCup22oz
50% Disc #ShopeeFood #GrabFood #GoFood

🌐 https://t.co/6fplAdGVlD

#InfoKulinerMalang
#LaporLaper
#KulinerHitsMalang
#MalangCulinary
#MalangKuliner
#BobaMalang
#KopiMalang 
#EsTehMalang
#MojitoMalang
#Grab
#GoJek
#BTS https://t.co/kvnyQpieh8","bear bobba lowokwaru

cinnamon roll macchiato 18k #bigcup22oz
50% disc #shopeefood #grabfood #gofood

🌐 https://t.co/6fpladgvld

#infokulinermalang
#laporlaper
#kulinerhitsmalang
#malangculinary
#malangkuliner
#bobamalang
#kopimalang 
#estehmalang
#mojitomalang
#grab
#gojek
#bts https://t.co/kvnyqpieh8",bear bobba lowokwaru cinnamon roll macchiato k disc,bear bobba lowokwaru cinnamon roll macchiato ke disc,bear bobba lowokwaru cinnamon roll macchiato disc,"['bear', 'bobba', 'lowokwaru', 'cinnamon', 'roll', 'macchiato', 'disc']",2,netral
54,kok mcd di shopeefood ga ada menu butter caramel,kok mcd di shopeefood ga ada menu butter caramel,kok mcd di shopeefood ga ada menu butter caramel,kok mcd di shopeefood tidak ada menu butter caramel,mcd shopeefood menu butter caramel,"['mcd', 'shopeefood', 'menu', 'butter', 'caramel']",2,netral
55,"di ShopeeFood aja
*Ayam Gacor - Menteng Atas* https://t.co/cuPipXNGbG","di shopeefood aja
*ayam gacor - menteng atas* https://t.co/cupipxngbg",di shopeefood aja ayam gacor menteng atas,di shopeefood aja ayam gacor menteng atas,shopeefood ayam gacor menteng,"['shopeefood', 'ayam', 'gacor', 'menteng']",2,netral
56,"di ShopeeFood aja
*Ayam Gacor - Menteng Atas* @ Ayam Gacor Menteng Atas https://t.co/3hpmFsEVcY","di shopeefood aja
*ayam gacor - menteng atas* @ ayam gacor menteng atas https://t.co/3hpmfsevcy",di shopeefood aja ayam gacor menteng atas ayam gacor menteng atas,di shopeefood aja ayam gacor menteng atas ayam gacor menteng atas,shopeefood ayam gacor menteng ayam gacor menteng,"['shopeefood', 'ayam', 'gacor', 'menteng', 'ayam', 'gacor', 'menteng']",2,netral
57,"Setelah 40 menit bolak-balik shopee, grab, gofood buat nyari diskonan ya akhirnya ke ShopeeFood aja pesen nasi paddington","setelah 40 menit bolak-balik shopee, grab, gofood buat nyari diskonan ya akhirnya ke shopeefood aja pesen nasi paddington",setelah menit bolakbalik shopee grab gofood buat nyari diskonan ya akhirnya ke shopeefood aja pesen nasi paddington,setelah menit bolakbalik shopee grab gofood buat mencari diskonan ya akhirnya ke shopeefood aja pesan nasi paddington,menit bolakbalik shopee grab gofood mencari diskonan shopeefood pesan nasi paddington,"['menit', 'bolakbalik', 'shopee', 'grab', 'gofood', 'cari', 'diskon', 'shopeefood', 'pesan', 'nasi', 'paddington']",1,positif
58,Siapa yg cita citanya namatin game shopeefood,siapa yg cita citanya namatin game shopeefood,siapa yg cita citanya namatin game shopeefood,siapa yang cita citanya menyelesaikan game shopeefood,cita citanya menyelesaikan game shopeefood,"['cita', 'cita', 'selesai', 'game', 'shopeefood']",1,positif
59,"@merapi_uncover kayane wes klarifikasi kuwi mas2 e cen kurir shopeefood sing hobby ne mendaki, mung cari sensasi","@merapi_uncover kayane wes klarifikasi kuwi mas2 e cen kurir shopeefood sing hobby ne mendaki, mung cari sensasi",uncover kayane wes klarifikasi kuwi mas e cen kurir shopeefood sing hobby ne mendaki mung cari sensasi,uncover kayane wes klarifikasi kuwi mas e cen kurir shopeefood orang hobby ini mendaki mung cari sensasi,uncover kayane wes klarifikasi kuwi mas e cen kurir shopeefood orang hobby mendaki mung cari sensasi,"['uncover', 'kayane', 'wes', 'klarifikasi', 'kuwi', 'mas', 'e', 'cen', 'kurir', 'shopeefood', 'orang', 'hobby', 'daki', 'mung', 'cari', 'sensasi']",0,negatif
60,"haii! aku jg ada voucher shopeefood nihh~
fee 2k-5k (tergantung voucher yg dipakai yaaa)

yg minat bisa langsung dm yaa^^
jangan lupa mention setelah dm yap #zonauang #zonaba #zonaBU #Zonajajan https://t.co/OyRJ8Iyxmq","haii! aku jg ada voucher shopeefood nihh~
fee 2k-5k (tergantung voucher yg dipakai yaaa)

yg minat bisa langsung dm yaa^^
jangan lupa mention setelah dm yap #zonauang #zonaba #zonabu #zonajajan https://t.co/oyrj8iyxmq",haii aku jg ada voucher shopeefood nihh fee kk tergantung voucher yg dipakai yaaa yg minat bisa langsung dm yaa jangan lupa mention setelah dm yap,halo saya juga ada voucher shopeefood ini fee kk tergantung voucher yang dipakai yaaa yang minat bisa langsung dm ya jangan lupa mention setelah dm yap,halo voucher shopeefood fee kk tergantung voucher dipakai yaaa minat langsung dm lupa mention dm yap,"['halo', 'voucher', 'shopeefood', 'fee', 'kk', 'gantung', 'voucher', 'pakai', 'yaaa', 'minat', 'langsung', 'dm', 'lupa', 'mention', 'dm', 'yap']",1,positif
61,"HAPPY WEEKEND NASABAH LEMAK TERSAYANG ❤️❤️❤️

Biar weekend nya makin enak, mending rebahan di rumah sambil pesen @nasgortiarbah kemayoran 😋😋😋

Gofood ✅
Grabfood ✅
Shopeefood ✅","happy weekend nasabah lemak tersayang ❤️❤️❤️

biar weekend nya makin enak, mending rebahan di rumah sambil pesen @nasgortiarbah kemayoran 😋😋😋

gofood ✅
grabfood ✅
shopeefood ✅",happy weekend nasabah lemak tersayang biar weekend nya makin enak mending rebahan di rumah sambil pesen kemayoran gofood grabfood shopeefood,gembira weekend nasabah lemak tersayang biar weekend nya makin enak mending rebahan di rumah sambil pesan kemayoran gofood grabfood shopeefood,gembira weekend nasabah lemak tersayang weekend enak mending rebahan rumah pesan kemayoran gofood grabfood shopeefood,"['gembira', 'weekend', 'nasabah', 'lemak', 'sayang', 'weekend', 'enak', 'mending', 'rebah', 'rumah', 'pesan', 'mayor', 'gofood', 'grabfood', 'shopeefood']",1,positif
62,"@kalonginsomnia shopeefood aja lebih asik, cman martabak ga jual jam segini disini huhu adanya malem","@kalonginsomnia shopeefood aja lebih asik, cman martabak ga jual jam segini disini huhu adanya malem",shopeefood aja lebih asik cman martabak ga jual jam segini disini huhu adanya malem,shopeefood aja lebih asyik cman martabak tidak jual jam segini disini huhu adanya malem,shopeefood asyik cman martabak jual jam segini huhu malem,"['shopeefood', 'asyik', 'cman', 'martabak', 'jual', 'jam', 'gin', 'huhu', 'malem']",2,netral
63,"hampura neng ieu mah akang can bisa ngalongok bari mawa bengbeng sa dus
top sakintal, komo martabak spesial mah

#ngebid #shopeefood https://t.co/tpkduDeOiv","hampura neng ieu mah akang can bisa ngalongok bari mawa bengbeng sa dus
top sakintal, komo martabak spesial mah

#ngebid #shopeefood https://t.co/tpkdudeoiv",hampura neng ieu mah akang can bisa ngalongok bari mawa bengbeng sa dus top sakintal komo martabak spesial mah,hampura neng ieu mah akang can bisa ngalongok bari mawa bengbeng sa dus mantap sakintal komo martabak spesial mah,hampura neng ieu mah akang ngalongok bari mawa bengbeng sa dus mantap sakintal komo martabak spesial mah,"['hampura', 'neng', 'ieu', 'mah', 'akang', 'ngalongok', 'bari', 'mawa', 'bengbeng', 'sa', 'dus', 'mantap', 'sakintal', 'komo', 'martabak', 'spesial', 'mah']",1,positif
64,@RacunBelanja semenjak ada shopeefood gojek grab gw unins ckck pengen beli ini mager banget install gojek lagi ckck,@racunbelanja semenjak ada shopeefood gojek grab gw unins ckck pengen beli ini mager banget install gojek lagi ckck,semenjak ada shopeefood gojek grab gw unins ckck pengen beli ini mager banget install gojek lagi ckck,semenjak ada shopeefood gojek grab saya hapus astaga ingin beli ini mager banget install gojek lagi astaga,semenjak shopeefood gojek grab hapus astaga beli mager banget install gojek astaga,"['semenjak', 'shopeefood', 'gojek', 'grab', 'hapus', 'astaga', 'beli', 'mager', 'banget', 'install', 'gojek', 'astaga']",1,positif
65,"Kembali ke scroll scroll gofood grabfood shopeefood aja terus tapi ndak mood makan. 

Gitu terus sampe nanti sore.","kembali ke scroll scroll gofood grabfood shopeefood aja terus tapi ndak mood makan. 

gitu terus sampe nanti sore.",kembali ke scroll scroll gofood grabfood shopeefood aja terus tapi ndak mood makan gitu terus sampe nanti sore,kembali ke scroll scroll gofood grabfood shopeefood aja terus tapi tidak mood makan begitu terus sampai nanti sore,scroll scroll gofood grabfood shopeefood mood makan sore,"['scroll', 'scroll', 'gofood', 'grabfood', 'shopeefood', 'mood', 'makan', 'sore']",1,positif
66,"Seberapa gak gunanya kegiatan lo dihari weekend?
Gue scroll shopeefood berjam-jam tp gak ada yg di checkout","seberapa gak gunanya kegiatan lo dihari weekend?
gue scroll shopeefood berjam-jam tp gak ada yg di checkout",seberapa gak gunanya kegiatan lo dihari weekend gue scroll shopeefood berjamjam tp gak ada yg di checkout,seberapa tidak gunanya kegiatan kamu dihari weekend saya scroll shopeefood berjamjam tapi tidak ada yang di checkout,gunanya kegiatan dihari weekend scroll shopeefood berjamjam checkout,"['guna', 'giat', 'hari', 'weekend', 'scroll', 'shopeefood', 'berjamjam', 'checkout']",1,positif
67,"andai aku nagita slavina, mo pesen shopeefood pasti ga nunggu voucher promo dulu🤣","andai aku nagita slavina, mo pesen shopeefood pasti ga nunggu voucher promo dulu🤣",andai aku nagita slavina mo pesen shopeefood pasti ga nunggu voucher promo dulu,andai saya nagita slavina mau pesan shopeefood pasti tidak nunggu voucher promo dulu,andai nagita slavina pesan shopeefood nunggu voucher promo,"['andai', 'nagita', 'slavina', 'pesan', 'shopeefood', 'nunggu', 'voucher', 'promo']",1,positif
68,Bj takde coffee ke aduh kena game dgn ShopeeFood,bj takde coffee ke aduh kena game dgn shopeefood,bj takde coffee ke aduh kena game dgn shopeefood,bj takde coffee ke aduh kena game dengan shopeefood,bj takde coffee aduh kena game shopeefood,"['bj', 'takde', 'coffee', 'aduh', 'kena', 'game', 'shopeefood']",1,positif
69,"pesanan @shopeefood_id  gak datang uang hilang lah dan pesanan gak datang. 

lalu cs @ShopeeID menyerah dan minta email sebagai prosedur yang saya sudah hapal banget. 

Drivernya? 
keberatan... duitnya gak mau dibalikin. 
yang penting dia dapat feenya.","pesanan @shopeefood_id  gak datang uang hilang lah dan pesanan gak datang. 

lalu cs @shopeeid menyerah dan minta email sebagai prosedur yang saya sudah hapal banget. 

drivernya? 
keberatan... duitnya gak mau dibalikin. 
yang penting dia dapat feenya.",pesanan id gak datang uang hilang lah dan pesanan gak datang lalu cs menyerah dan minta email sebagai prosedur yang saya sudah hapal banget drivernya keberatan duitnya gak mau dibalikin yang penting dia dapat feenya,pesanan id tidak datang uang hilang lah dan pesanan tidak datang lalu cs menyerah dan minta email sebagai prosedur yang saya sudah hapal banget drivernya keberatan uangnya tidak mau dibalikin yang penting dia dapat feenya,pesanan id uang hilang pesanan cs menyerah email prosedur hapal banget drivernya keberatan uangnya dibalikin feenya,"['pesan', 'id', 'uang', 'hilang', 'pesan', 'cs', 'serah', 'email', 'prosedur', 'hapal', 'banget', 'drivernya', 'berat', 'uang', 'dibalikin', 'feenya']",1,positif
70,"pesanan yang kedua @shopeefood_id  pagi-pagi ini driver klik sudah di resto. apa yang terjadi setelah stgh jam nunggu? driver chat baru nemu toko, tokonya tutup...

WHAT T---

Minta saya batalin? ya gak bisa. saya chat cs @ShopeeID  LAMA BANGET PROSEDURNYA....
AKHIRNYA APA?","pesanan yang kedua @shopeefood_id  pagi-pagi ini driver klik sudah di resto. apa yang terjadi setelah stgh jam nunggu? driver chat baru nemu toko, tokonya tutup...

what t---

minta saya batalin? ya gak bisa. saya chat cs @shopeeid  lama banget prosedurnya....
akhirnya apa?",pesanan yang kedua id pagipagi ini driver klik sudah di resto apa yang terjadi setelah stgh jam nunggu driver chat baru nemu toko tokonya tutup what t minta saya batalin ya gak bisa saya chat cs lama banget prosedurnya akhirnya apa,pesanan yang kedua id pagipagi ini driver klik sudah di resto apa yang terjadi setelah setengah jam nunggu driver chat baru nemu toko tokonya tutup what t minta saya batalin ya tidak bisa saya chat cs lama banget prosedurnya akhirnya apa,pesanan id pagipagi driver klik resto jam nunggu driver chat nemu toko tokonya tutup batalin chat cs banget prosedurnya,"['pesan', 'id', 'pagipagi', 'driver', 'klik', 'resto', 'jam', 'nunggu', 'driver', 'chat', 'nemu', 'toko', 'toko', 'tutup', 'batalin', 'chat', 'cs', 'banget', 'prosedur']",1,positif
71,Baru kenal aja udah minta dikirimin ShopeeFood. Dasar mental pengemis! 😒🙃,baru kenal aja udah minta dikirimin shopeefood. dasar mental pengemis! 😒🙃,baru kenal aja udah minta dikirimin shopeefood dasar mental pengemis,baru kenal aja sudah minta dikirimin shopeefood dasar mental pengemis,kenal dikirimin shopeefood dasar mental pengemis,"['kenal', 'dikirimin', 'shopeefood', 'dasar', 'mental', 'emis']",1,positif
72,"BEAR BOBBA LOWOKWARU

Boba Brown Sugar 13K #BigCup22oz
50% Disc #ShopeeFood #GrabFood #GoFood

🌐https://t.co/6fplAdGVlD

#InfoKulinerMalang
#LaporLaper
#KulinerHitsMalang
#MalangCulinary
#MalangKuliner
#BobaMalang
#KopiMalang 
#EsTehMalang
#MojitoMalang
#Grab
#GoJek
#Shopee
#BTS https://t.co/AHDAMR3pFL","bear bobba lowokwaru

boba brown sugar 13k #bigcup22oz
50% disc #shopeefood #grabfood #gofood

🌐https://t.co/6fpladgvld

#infokulinermalang
#laporlaper
#kulinerhitsmalang
#malangculinary
#malangkuliner
#bobamalang
#kopimalang 
#estehmalang
#mojitomalang
#grab
#gojek
#shopee
#bts https://t.co/ahdamr3pfl",bear bobba lowokwaru boba brown sugar k disc,bear bobba lowokwaru boba brown sugar ke disc,bear bobba lowokwaru boba brown sugar disc,"['bear', 'bobba', 'lowokwaru', 'boba', 'brown', 'sugar', 'disc']",2,netral
73,"@uchiha201 Buka di google, ""cara daftar jadi shopeefood driver""","@uchiha201 buka di google, ""cara daftar jadi shopeefood driver""",buka di google cara daftar jadi shopeefood driver,buka di google cara daftar jadi shopeefood driver,buka google daftar shopeefood driver,"['buka', 'google', 'daftar', 'shopeefood', 'driver']",1,positif
74,"@nnirwansyah Buka aja google, ""cara daftar shopeefood driver""","@nnirwansyah buka aja google, ""cara daftar shopeefood driver""",buka aja google cara daftar shopeefood driver,buka aja google cara daftar shopeefood driver,buka google daftar shopeefood driver,"['buka', 'google', 'daftar', 'shopeefood', 'driver']",1,positif
75,[Askrl] rata2 penghasilan driver shopeefood berapa ya sehari,[askrl] rata2 penghasilan driver shopeefood berapa ya sehari,askrl rata penghasilan driver shopeefood berapa ya sehari,askrl rata penghasilan driver shopeefood berapa ya sehari,askrl penghasilan driver shopeefood sehari,"['askrl', 'hasil', 'driver', 'shopeefood', 'hari']",1,positif
